ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),Description,Street,Side,City,County,Zipcode,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Crossing,Give_Way,Junction,No_Exit,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Start_Year,Start_Month,Start_Dayofweek,Start_Hour,Fog,Rain,Heavy_Rain,Light_Rain,Snow
A-932563,MapQuest,201,2,2019-05-13 06:11:00,2019-05-13 09:28:00,38.19165,-90.415192,0.0,Accident on US-67 at MO-CC.,US Highway 67,R,Festus,Jefferson,63028,44.0,44.0,93.0,29.51,10.0,NNW,3.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,6,0,0,0,0,0
A-932564,MapQuest,201,3,2019-05-13 07:34:00,2019-05-13 08:34:00,38.628937,-90.31841999999999,0.0,Right hand shoulder blocked due to accident on I-64 Eastbound at Exits 33A 33B Bellevue Ave.,I-64 E,R,Saint Louis,St. Louis County,63117,49.0,45.0,80.0,29.38,10.0,NW,8.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,7,0,0,0,0,0
A-932565,MapQuest,201,3,2019-05-13 08:00:00,2019-05-13 08:47:00,38.672534999999996,-90.449135,0.0,2 left lane closed due to accident on I-270 Southbound at Exit 14 MO-340 Olive Blvd.,I-270 N,R,Saint Louis,St. Louis County,63141,50.0,50.0,80.0,29.4,10.0,NNW,9.0,0.0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,8,0,0,0,0,0
A-932567,MapQuest,201,3,2019-05-13 09:28:00,2019-05-13 10:43:00,38.638638,-90.443268,0.0,Right lane blocked due to accident on I-64 Westbound at Exit 26 New Ballas Rd.,I-64 W,R,Saint Louis,St. Louis County,63131,56.0,56.0,64.0,29.42,10.0,VAR,6.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,9,0,0,0,0,0
A-932568,MapQuest,201,3,2019-05-13 15:38:00,2019-05-13 18:07:00,38.683346,-90.23848000000001,0.0,Right hand shoulder blocked due to accident on I-70 Westbound at Exit 245A Shreve Ave.,Shreve Ave,R,Saint Louis,St. Louis City,63115,63.0,63.0,45.0,29.38,10.0,SW,7.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,1,0,0,0,Day,2019,5,0,15,0,0,0,0,0
A-932569,MapQuest-Bing,201,3,2019-05-13 16:15:00,2019-05-13 17:14:00,38.728809000000005,-90.33329,0.109999999,Accident on entry ramp to I-170 Southbound at Exits 238A 238B 238C from I-70 Eastbound.,I-70 E,R,Saint Louis,St. Louis County,63134,63.0,63.0,45.0,29.38,10.0,SW,7.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,16,0,0,0,0,0
A-932570,MapQuest,201,3,2019-05-13 16:42:00,2019-05-13 18:12:00,38.603190999999995,-90.4505,0.0,Right hand shoulder blocked due to accident on I-270 Southbound after Exit 9 MO-100 Manchester Rd.,I-270 N,R,Saint Louis,St. Louis County,63131,65.0,65.0,42.0,29.37,10.0,CALM,0.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,16,0,0,0,0,0
A-932571,MapQuest,241,3,2019-05-13 16:55:00,2019-05-13 18:09:00,38.638981,-90.494461,0.0,3 right lane blocked due to accident on I-64 Westbound near Maryville Center Dr.,I-64 W,R,Chesterfield,St. Louis County,63017,66.0,66.0,38.0,29.47,10.0,VAR,5.0,0.0,Partly Cloudy,0,0,0,1,0,0,0,0,0,0,0,Day,2019,5,0,16,0,0,0,0,0
A-932572,MapQuest,201,3,2019-05-13 16:02:00,2019-05-13 17:32:00,38.729960999999996,-90.332802,0.0,Accident on I-170 Southbound near Exits 7A 7B 7C I-70.,I-170 S,R,Saint Louis,St. Louis County,63134,63.0,63.0,45.0,29.38,10.0,SW,7.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,16,0,0,0,0,0
A-932632,MapQuest,201,3,2019-05-13 05:42:00,2019-05-13 07:45:00,38.802433,-90.700066,0.0,Accident on I-70 Westbound at Exit 217 MO-M.,S Main St,R,O Fallon,St. Charles,63366,47.0,47.0,90.0,29.45,10.0,WNW,3.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Night,2019,5,0,5,0,0,0,0,0
A-932633,MapQuest,201,3,2019-05-13 07:49:00,2019-05-13 09:25:00,38.935081,-94.51816600000001,0.0,Accident on I-470 Westbound at Exit 2 Blue Ridge Blvd.,I-470 W,R,Kansas City,Jackson,64134,46.0,46.0,96.0,28.95,0.5,CALM,0.0,0.0,Fog,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,7,1,0,0,0,0
A-932635,MapQuest,201,3,2019-05-13 08:13:00,2019-05-13 10:14:00,38.938232,-94.509537,0.0,Center lane closed due to accident on I-470 Westbound at Exit 2 Blue Ridge Blvd.,US-50 E,R,Kansas City,Jackson,64134,47.0,47.0,97.0,28.96,5.0,E,3.0,0.0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,8,0,0,0,0,0
A-932638,MapQuest,201,3,2019-05-13 09:27:00,2019-05-13 11:42:00,38.938313,-94.603493,0.0,Left lane blocked due to accident on I-435 Westbound near Exit 75B State Line Rd.,I-435 E,R,Kansas City,Jackson,64114,54.0,54.0,80.0,29.22,10.0,SE,5.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,9,0,0,0,0,0
A-932641,MapQuest,201,2,2019-05-13 10:09:00,2019-05-13 11:33:00,38.940357,-94.59642,0.0,Right hand shoulder blocked due to accident on I-435 Westbound at Exit 75A Wornall Rd.,I-435 E,R,Kansas City,Jackson,64114,56.0,56.0,77.0,29.21,10.0,NE,3.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,10,0,0,0,0,0
A-932645,MapQuest,201,3,2019-05-13 17:26:00,2019-05-13 18:26:00,38.938232,-94.509537,0.0,Left lane blocked due to accident on I-470 Eastbound at Exit 2 Blue Ridge Blvd.,US-50 E,R,Kansas City,Jackson,64134,67.0,67.0,52.0,28.87,10.0,ESE,7.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,17,0,0,0,0,0
A-932646,MapQuest,201,2,2019-05-13 17:52:00,2019-05-13 18:51:00,38.990532,-94.552551,0.0,Left lane blocked due to accident on US-71 Bruce R Watkins Dr Northbound at 75th St.,E 75th St,R,Kansas City,Jackson,64132,71.0,71.0,42.0,29.11,10.0,VAR,5.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,0,17,0,0,0,0,0
A-932691,MapQuest,201,2,2019-05-13 07:04:00,2019-05-13 08:50:00,37.226089,-93.276962,0.0,Accident on Division St at Hampton Ave.,N Hampton Ave,R,Springfield,Greene,65802-2036,43.0,43.0,93.0,28.62,9.0,CALM,0.0,0.0,Fair,0,0,0,0,0,0,1,0,0,0,0,Day,2019,5,0,7,0,0,0,0,0
A-932692,MapQuest,201,2,2019-05-13 08:04:00,2019-05-13 08:51:00,37.166134,-93.309158,0.0,Accident on Fort Ave at Sunset St.,S Fort Ave,R,Springfield,Greene,65807,52.0,52.0,86.0,28.64,10.0,NNE,6.0,0.0,Fair,0,1,0,0,0,0,0,0,0,1,0,Day,2019,5,0,8,0,0,0,0,0
A-934733,MapQuest,241,3,2019-05-14 06:24:00,2019-05-14 07:43:00,38.562801,-90.241348,0.209999993,One lane blocked due to accident on MO-231 Broadway both ways between Bates St and Fassen St.,Fassen St,L,Saint Louis,St. Louis City,63111,48.0,48.0,93.0,29.62,10.0,CALM,0.0,0.0,Fair,0,0,0,0,0,0,1,0,0,0,0,Day,2019,5,1,6,0,0,0,0,0
A-934735,MapQuest,201,2,2019-05-14 07:14:00,2019-05-14 08:13:00,38.60564,-90.451279,0.939999998,Accident on exit ramp from I-270 Southbound at Exit 9 to MO-100 Manchester Rd Westbound.,Corporate Hill Dr,R,Saint Louis,St. Louis County,63131,52.0,52.0,74.0,29.45,10.0,CALM,0.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,7,0,0,0,0,0
A-934736,MapQuest,201,3,2019-05-14 07:50:00,2019-05-14 08:51:00,38.52903,-90.403542,0.0,Two left lane blocked due to accident on I-270 Northbound after MO-30 Gravois Rd.,I-270 N,R,Saint Louis,St. Louis County,63127,55.0,55.0,77.0,29.63,10.0,CALM,0.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,7,0,0,0,0,0
A-934737,MapQuest,201,3,2019-05-14 08:10:00,2019-05-14 11:00:00,38.547127,-90.425545,0.0,Right lane blocked due to accident on I-270 Southbound at Exits 5A 5B I-44.,I-270 N,R,Saint Louis,St. Louis County,63127,55.0,55.0,77.0,29.63,10.0,CALM,0.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,8,0,0,0,0,0
A-934738,MapQuest,201,3,2019-05-14 08:22:00,2019-05-14 09:21:00,38.632816,-90.300156,0.0,Right lane blocked and right hand shoulder blocked due to accident on I-64 Westbound before Clayton Rd.,I-64 W,R,Saint Louis,St. Louis City,63110,55.0,55.0,77.0,29.63,10.0,CALM,0.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,8,0,0,0,0,0
A-934740,MapQuest,201,2,2019-05-14 09:50:00,2019-05-14 11:56:00,38.525349,-90.473427,0.0,Right lane blocked due to accident on MO-141 Northbound at Bowles Ave.,Bowles Ave,R,Fenton,St. Louis County,63026,65.0,65.0,48.0,29.56,10.0,S,8.0,0.0,Fair,0,0,0,0,0,0,0,0,0,1,0,Day,2019,5,1,9,0,0,0,0,0
A-934741,MapQuest,201,2,2019-05-14 09:49:00,2019-05-14 11:03:00,38.525661,-90.487381,0.0,Left lane closed due to accident on MO-141 Southbound at Hawkins Rd.,Hawkins Rd,R,Fenton,St. Louis County,63026,65.0,65.0,48.0,29.56,10.0,S,8.0,0.0,Fair,0,0,0,0,0,0,0,0,0,1,0,Day,2019,5,1,9,0,0,0,0,0
A-934742,MapQuest,201,3,2019-05-14 10:05:00,2019-05-14 11:26:00,38.369682,-90.38282,0.0,2 right lane blocked due to accident on I-55 Southbound at Exit 186 Imperial Main St.,I-55 N,R,Imperial,Jefferson,63052,64.0,64.0,52.0,29.62,10.0,VAR,6.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,10,0,0,0,0,0
A-934743,MapQuest,201,3,2019-05-14 10:43:00,2019-05-14 12:14:00,38.632896,-90.298294,0.0,Right hand shoulder blocked due to accident on I-64 Westbound at Clayton Rd.,I-64 W,R,Saint Louis,St. Louis City,63110,66.0,66.0,48.0,29.61,10.0,VAR,6.0,0.0,Fair,0,0,0,1,0,0,0,0,0,0,0,Day,2019,5,1,10,0,0,0,0,0
A-934744,MapQuest,201,3,2019-05-14 13:47:00,2019-05-14 15:02:00,38.539139,-90.496498,0.0,Right lane blocked due to accident on I-44 Westbound at Exit 272 MO-141.,I-44 W,R,Valley Park,St. Louis County,63088,71.0,71.0,45.0,29.5,10.0,SE,5.0,0.0,Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,13,0,0,0,0,0
A-934745,MapQuest,245,3,2019-05-14 15:03:00,2019-05-14 16:17:00,38.643059,-90.346878,0.0,Two lanes blocked due to accident on I-170 Southbound at Exit 1D Brentwood Blvd.,Inner Belt S,R,Saint Louis,St. Louis County,63105,72.0,72.0,43.0,29.39,10.0,SSW,9.0,0.0,Cloudy,0,0,0,1,0,0,0,0,0,0,0,Day,2019,5,1,15,0,0,0,0,0
A-934746,MapQuest,201,2,2019-05-14 16:33:00,2019-05-14 17:33:00,38.408932,-90.56980899999999,0.0,Accident on MO-MM near Hillsboro House Springs Rd.,Main St,R,House Springs,Jefferson,63051-3437,75.0,75.0,40.0,29.44,10.0,SSW,6.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,16,0,0,0,0,0
A-934747,MapQuest,201,3,2019-05-14 16:38:00,2019-05-14 17:37:00,38.50721,-90.33802,0.0,Accident on I-55 Southbound at Exits 196 197 I-255.,Rusty Rd,L,Saint Louis,St. Louis County,63128-1973,74.0,74.0,45.0,29.51,10.0,SSE,6.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,16,0,0,0,0,0
A-934748,MapQuest,201,3,2019-05-14 16:37:00,2019-05-14 17:27:00,38.720684000000006,-90.305756,0.0,Left lane blocked due to accident on I-70 Eastbound after Florissant Rd.,I-70 E,R,Saint Louis,St. Louis County,63121,74.0,74.0,41.0,29.35,10.0,S,7.0,0.0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,1,0,Day,2019,5,1,16,0,0,0,0,0
A-934749,MapQuest,201,3,2019-05-14 16:41:00,2019-05-14 17:11:00,38.635681,-90.417801,0.0,Left lane blocked due to accident on I-64 Eastbound at Spoede Rd.,I-64 W,R,Saint Louis,St. Louis County,63131,74.0,74.0,41.0,29.35,10.0,S,7.0,0.0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,16,0,0,0,0,0
A-934750,MapQuest,201,2,2019-05-14 16:49:00,2019-05-14 17:18:00,38.677242,-90.657768,0.0,Accident on I-64 Westbound near Exit 14 Chesterfield Airport Rd.,I-64 W,R,Chesterfield,St. Louis County,63005,75.0,75.0,40.0,29.44,10.0,SSW,6.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,16,0,0,0,0,0
A-934751,MapQuest,201,3,2019-05-14 17:04:00,2019-05-14 17:33:00,38.703094,-90.67311099999999,0.0,2 left lane blocked due to accident on I-64 Westbound at Exit 11 Missouri Research Park Cir.,Research Park Cir,R,Saint Charles,St. Charles,63304,75.0,75.0,40.0,29.44,10.0,SSW,6.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,17,0,0,0,0,0
A-934752,MapQuest,201,2,2019-05-14 19:52:00,2019-05-14 20:57:00,38.592979,-90.537727,0.0,Right lane blocked due to accident on MO-100 Manchester Rd Eastbound at Seven Trails Dr.,Manchester Rd,R,Ballwin,St. Louis County,63011,71.0,71.0,49.0,29.43,10.0,SE,8.0,0.0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,1,0,Day,2019,5,1,19,0,0,0,0,0
A-934753,MapQuest,201,2,2019-05-14 19:55:00,2019-05-14 20:58:00,38.592979,-90.537727,0.0,Right lane blocked due to accident on MO-100 Manchester Rd Eastbound at Seven Trails Dr.,Manchester Rd,R,Ballwin,St. Louis County,63011,71.0,71.0,49.0,29.43,10.0,SE,8.0,0.0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,1,0,Day,2019,5,1,19,0,0,0,0,0
A-934816,MapQuest,201,2,2019-05-14 06:15:00,2019-05-14 07:01:00,38.859509,-94.564941,0.0,Accident on MO-150 147th St Westbound after Prospect Ave.,Prospect Ave,R,Kansas City,Jackson,64146,52.0,52.0,80.0,28.78,10.0,SSE,10.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,6,0,0,0,0,0
A-934817,MapQuest,201,2,2019-05-14 06:51:00,2019-05-14 07:51:00,38.806458,-90.832458,0.0,Right hand shoulder blocked due to accident on I-64 Eastbound at Exits 1A 1B I-70.,I-70 W,R,Wentzville,St. Charles,63385,47.0,47.0,93.0,29.56,10.0,CALM,0.0,0.0,Fair,0,0,0,1,0,0,0,0,0,0,0,Day,2019,5,1,6,0,0,0,0,0
A-934818,MapQuest,201,2,2019-05-14 07:06:00,2019-05-14 07:51:00,39.259941,-94.587746,0.0,Left hand shoulder blocked due to accident on US-169 Southbound at MO-152.,MO-152 E,R,Kansas City,Clay,64155,54.0,54.0,77.0,28.86,10.0,SSE,7.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,7,0,0,0,0,0
A-934819,MapQuest,201,2,2019-05-14 07:27:00,2019-05-14 08:12:00,39.045502,-94.400818,0.0,Right hand shoulder blocked due to accident on I-70 Westbound after Exit 14 Lees Summit Rd.,I-70 W,R,Independence,Jackson,64055,58.0,58.0,67.0,28.9,10.0,S,12.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,7,0,0,0,0,0
A-934820,MapQuest,201,2,2019-05-14 07:36:00,2019-05-14 08:38:00,39.19455,-94.618553,0.0,Right hand shoulder blocked due to accident on I-29 Southbound at 56th St.,I-29 S,R,Kansas City,Platte,64151,62.0,62.0,58.0,29.15,10.0,VAR,3.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,7,0,0,0,0,0
A-934821,MapQuest,201,2,2019-05-14 07:47:00,2019-05-14 10:07:00,39.182041,-94.524353,0.860000014,Accident on entry ramp to I-35 Southbound from Winn Rd.,NE Winn Rd,R,Kansas City,Clay,64119,62.0,62.0,58.0,29.15,10.0,VAR,3.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,7,0,0,0,0,0
A-934824,MapQuest,201,2,2019-05-14 08:27:00,2019-05-14 09:27:00,38.799957,-90.59013399999999,0.0,Right hand shoulder blocked due to accident on MO-370 Eastbound at Exit 1A I-70.,N Service Rd,L,Saint Peters,St. Charles,63376,61.0,61.0,58.0,29.57,10.0,CALM,0.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,8,0,0,0,0,0
A-934825,MapQuest,201,2,2019-05-14 09:29:00,2019-05-14 10:42:00,38.940616999999996,-94.587601,0.0,Right hand shoulder blocked due to accident on I-435 Eastbound at Exit 75A Wornall Rd.,I-435 E,R,Kansas City,Jackson,64114,72.0,72.0,49.0,29.11,10.0,S,8.0,0.0,Fair,0,0,0,1,0,0,0,0,0,0,0,Day,2019,5,1,9,0,0,0,0,0
A-934828,MapQuest,201,2,2019-05-14 11:05:00,2019-05-14 12:14:00,38.810103999999995,-90.874779,0.0,Accident on Wentzville Pkwy Eastbound at I-70.,I-70 W,R,Wentzville,St. Charles,63385,67.0,67.0,51.0,29.54,10.0,S,8.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,11,0,0,0,0,0
A-934832,MapQuest,201,2,2019-05-14 16:35:00,2019-05-14 18:27:00,38.792320000000004,-90.452263,0.0,Right hand shoulder blocked due to accident on MO-370 Westbound before Exit 9 Earth City Expy.,MO-370 W,R,Bridgeton,St. Louis County,63044,74.0,74.0,41.0,29.35,10.0,S,7.0,0.0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,16,0,0,0,0,0
A-934833,MapQuest,201,3,2019-05-14 16:57:00,2019-05-14 17:26:00,38.843486999999996,-94.528976,0.0,Right lane blocked due to accident on I-49 Southbound at Exit 176 155th St.,E 155th St,R,Belton,Cass,64012,80.0,80.0,54.0,28.7,10.0,S,10.0,0.0,Partly Cloudy,0,1,1,0,0,0,0,0,0,0,0,Day,2019,5,1,16,0,0,0,0,0
A-934836,MapQuest,201,3,2019-05-14 17:30:00,2019-05-14 18:29:00,38.807526,-90.837532,0.0,Right hand shoulder blocked due to accident on I-70 Westbound at Exits 210A 210B I-64.,US-40 W,R,Wentzville,St. Charles,63385,75.0,75.0,43.0,29.43,10.0,SSE,6.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,17,0,0,0,0,0
A-934838,MapQuest,201,3,2019-05-14 19:54:00,2019-05-14 20:58:00,38.894131,-94.52481800000001,0.0,2 right lane blocked due to accident on I-49 Southbound before Main St.,I-49 S,R,Grandview,Jackson,64030,76.0,76.0,58.0,28.79,10.0,SW,7.0,0.0,Fair,0,0,0,1,0,0,0,0,0,0,0,Day,2019,5,1,19,0,0,0,0,0
A-934839,MapQuest,201,2,2019-05-14 20:00:00,2019-05-14 22:05:00,38.976032000000004,-94.546173,0.0,Left lane blocked due to accident on US-71 Bruce R Watkins Dr Northbound after 85th St.,Bruce R. Watkins Dr,R,Kansas City,Jackson,64132,80.0,80.0,48.0,29.02,10.0,SW,10.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,20,0,0,0,0,0
A-934894,MapQuest,202,2,2019-05-14 06:22:00,2019-05-14 06:52:00,37.270728999999996,-93.127434,0.0,Serious accident on Evergreen St at Bluegrass Rd.,W Evergreen St,L,Strafford,Greene,65757-8810,55.0,55.0,83.0,28.66,10.0,SSE,12.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,6,0,0,0,0,0
A-934895,MapQuest,202,2,2019-05-14 08:07:00,2019-05-14 08:36:00,37.146729,-93.277824,0.0,Serious accident on National Ave Northbound at Primrose St.,E Primrose St,R,Springfield,Greene,65807,58.0,58.0,78.0,28.67,10.0,SE,12.0,0.0,Fair,0,0,0,0,0,0,0,0,0,1,0,Day,2019,5,1,8,0,0,0,0,0
A-934896,MapQuest,201,2,2019-05-14 08:13:00,2019-05-14 08:42:00,37.184063,-93.225189,0.0,Accident on US-65 Schoolcraft Fwy Southbound before MO-D Sunshine St.,US-65 S,R,Springfield,Greene,65809,58.0,58.0,78.0,28.67,10.0,SE,12.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,8,0,0,0,0,0
A-934897,MapQuest,201,2,2019-05-14 08:12:00,2019-05-14 09:29:00,37.184422,-93.224701,0.0,Left lane blocked due to accident on Eastgate Ave near Linwood Dr.,S Eastgate Ave,R,Springfield,Greene,65809,58.0,58.0,78.0,28.67,10.0,SE,12.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,1,8,0,0,0,0,0
A-937025,MapQuest,201,2,2019-05-15 04:01:00,2019-05-15 04:59:00,38.741592,-90.441315,0.0,Right hand shoulder blocked due to accident on I-270 Southbound after Exits 20A-B 20B-A 20C I-70.,I-270 S,R,Maryland Heights,St. Louis County,63043,58.0,58.0,93.0,29.29,10.0,ESE,8.0,0.0,Thunder,0,0,0,0,0,0,0,0,0,0,0,Night,2019,5,2,4,0,0,0,0,0
A-937026,MapQuest,201,3,2019-05-15 05:01:00,2019-05-15 08:52:00,38.55043,-90.42688000000001,0.889999986,Exit ramp from I-270 Northbound at Exits 5A 5B to I-44 Westbound shoulder blocked due to accident.,Cragwold Rd,L,Saint Louis,St. Louis County,63122,58.0,58.0,93.0,29.29,10.0,SE,8.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Night,2019,5,2,5,0,0,0,0,0
A-937028,MapQuest,201,3,2019-05-15 06:19:00,2019-05-15 07:03:00,38.592281,-90.2145,0.0,Right hand shoulder blocked due to accident on I-55 Northbound after Exit 206B Broadway.,I-55 N,R,Saint Louis,St. Louis City,63118,57.0,57.0,93.0,29.46,10.0,SSE,7.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,2,6,0,0,0,0,0
A-937029,MapQuest,201,2,2019-05-15 06:30:00,2019-05-15 07:30:00,38.613929999999996,-90.224754,0.0,Accident on I-44 Eastbound before Jefferson Ave.,I-44 E,R,Saint Louis,St. Louis City,63104,57.0,57.0,93.0,29.51,10.0,NNE,12.0,0.0,Mostly Cloudy,0,0,0,1,0,0,0,0,0,0,0,Day,2019,5,2,6,0,0,0,0,0
A-937030,MapQuest,201,2,2019-05-15 07:25:00,2019-05-15 08:24:00,38.553303,-90.431206,0.0,Right hand shoulder blocked due to accident on I-270 Northbound after Exits 5A 5B I-44.,I-270 N,R,Saint Louis,St. Louis County,63122,60.0,60.0,86.0,29.32,10.0,ESE,12.0,0.0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,2,7,0,0,0,0,0
A-937031,MapQuest,201,2,2019-05-15 08:04:00,2019-05-15 09:04:00,38.590866,-90.50885799999999,0.0,Left lane blocked due to accident on MO-141 Woods Mill Rd Southbound after MO-100 Manchester Rd.,State Highway 141,R,Ballwin,St. Louis County,63021,61.0,61.0,93.0,29.42,8.0,SE,5.0,0.0,Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,2,8,0,0,0,0,0
A-937032,MapQuest,201,2,2019-05-15 08:23:00,2019-05-15 09:23:00,38.449490000000004,-90.358276,0.0,Accident on Electra Dr at Starling Airport Rd.,Starling Airport Rd,R,Arnold,Jefferson,63010-1637,59.0,59.0,90.0,29.5,10.0,SE,7.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,2,8,0,0,0,0,0
A-937033,MapQuest,201,3,2019-05-15 08:32:00,2019-05-15 10:02:00,38.504222999999996,-90.689308,0.0,Right lane blocked due to accident on I-44 Westbound after Exit 261 Six Flags Rd.,I-44 W,R,Pacific,St. Louis County,63069,64.0,64.0,87.0,29.44,10.0,VAR,3.0,0.0,Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,2,8,0,0,0,0,0
A-937034,MapQuest,201,2,2019-05-15 13:55:00,2019-05-15 15:09:00,38.67416,-90.642487,0.0,Right lane blocked due to accident on I-64 at Spirit Of St Louis Blvd.,I-64 E,R,Chesterfield,St. Louis County,63005,77.0,77.0,62.0,29.44,10.0,VAR,3.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,2,13,0,0,0,0,0
A-937035,MapQuest,246,3,2019-05-15 14:06:00,2019-05-15 15:20:00,38.559391,-90.407028,0.0,Three lanes blocked due to accident on I-44 Eastbound at I-44 Exit 277B / US-50 Lindbergh Blvd.,S Kirkwood Rd,R,Saint Louis,St. Louis County,63122,77.0,77.0,60.0,29.34,10.0,E,6.0,0.0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,2,14,0,0,0,0,0
A-937036,MapQuest,201,3,2019-05-15 16:03:00,2019-05-15 16:32:00,38.631287,-90.265617,0.0,2 left lane blocked due to accident on I-64 Westbound after Exit 36A Kingshighway Blvd.,I-64 W,R,Saint Louis,St. Louis City,63110,79.0,79.0,60.0,29.49,10.0,CALM,0.0,0.0,Fair,0,0,0,0,0,0,0,0,0,1,0,Day,2019,5,2,16,0,0,0,0,0
A-937038,MapQuest,201,2,2019-05-15 16:36:00,2019-05-15 17:51:00,38.41819,-90.35202,0.0,Accident on MO-231 Telegraph Rd near Arnold Tenbrook Rd.,Telegraph Rd,R,Arnold,Jefferson,63010,79.0,79.0,54.0,29.48,10.0,CALM,0.0,0.0,Fair,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,2,16,0,0,0,0,0
A-937039,MapQuest,241,3,2019-05-15 17:13:00,2019-05-15 18:42:00,38.73999,-90.336472,0.0,Lane blocked due to accident on I-170 Southbound before Exit 8 Scudder Ave.,I-170 S,R,Saint Louis,St. Louis County,63134,78.0,78.0,56.0,29.32,10.0,CALM,0.0,0.0,Mostly Cloudy,0,0,0,0,0,0,0,0,0,0,0,Day,2019,5,2,17,0,0,0,0,0
A-937040,MapQuest,201,3,2019-05-15 17:34:00,2019-05-15 19:06:00,38.674,-90.362022,0.0,Left lane blocked due to accident on I-170 Northbound after Exit 3 MO-340 Olive Blvd.,I-170 N,R,Saint Louis,St. Louis County,63132,78.0,78.0,54.0,29.31,10.0,E,3.0,0.0,Partly Cloudy,0,0,0,0,0,0,0,0,0,1,0,Day,2019,5,2,17,0,0,0,0,0
